PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,label
29.38919892790169,-16.2579761852966,-10.728022732747931,-1.2711029214403387,-1.2684116398123109,-5.683085311966096,4.1036354429904724,-0.6816463540981914,-1.1983993676331048,-4.443329296736935,87d714366
-10.54194988314655,2.245430630268804,-2.5239790480670816,0.9967887210819346,-4.883377390384757,-2.54100460620304,1.163664974289962,1.5386791477962798,1.003652836504927,1.0044849633141448,cacb2b860
-10.996716852608131,1.834839320309102,-6.448529109612162,-4.5896140014282,7.341357672154077,-0.6342550226216122,-2.9857965453431468,0.2534269477021016,0.38252375019326307,-0.20159313624410585,cacb2b860
-10.201541361144468,2.7678964418716725,-1.2783306615352623,1.4717487403375984,-0.7175911893950149,0.08916663741633821,-1.520244332693458,-1.3179219984702542,1.7672549807278495,0.37767877851097126,cacb2b860
-5.938310693298088,-8.527369612490498,8.734961718372876,-3.6027097617242005,3.666213693954776,-0.8846989494060962,5.615661469393359,-2.808217550930832,-4.120929554090234,2.7980810157602596,8b87a7a83
-12.433757809101191,3.1253020709721695,-3.499441085041875,1.6352542170442719,-4.064249542298215,-1.8251046196039022,0.3783066341960257,3.866206617657519,-0.5249690070136042,1.7398913665654463,cacb2b860
-8.912684255655298,-5.1447259996470365,0.7779121818769534,-0.6543688885632265,3.900549334666985,1.8733645997535946,1.1266163105755187,-0.805646193243375,-0.0959633797977233,0.6667165342132483,9f80f3f77
-9.14432348620148,2.5954047610068915,-0.6738225468899592,1.9492695171535581,-2.579770172981667,-2.0354978982645893,0.27917764800122613,-4.580072334794296,1.2567686589059872,0.54058642702322,cacb2b860
-11.317022164782168,1.1058035323030841,-5.6242466572201,-3.1588284841569205,4.91697957588575,1.2883845951987594,-3.2630426545243942,1.3482826615583292,0.26668425792135003,0.18034411376985057,cacb2b860
-9.964906779523371,1.6019560419936878,-3.2308572905502735,-0.41753636526696736,0.9220205065578673,0.7981702744053768,-1.9235190460868652,0.37633404005848875,-0.4266619107171911,-1.2198231778237312,cacb2b860
-3.6102284607119683,-4.499363296618653,0.6324395948115629,-0.8359491849211319,1.9033863315703792,1.2821001566177561,0.5793771827002162,-4.303782165452619,-3.1960593730595352,-1.5042201428062767,9f80f3f77
-10.068216321074027,1.6123659134381232,-4.390760703594714,-0.8120181667496702,5.513231474460132,4.556811202327491,-1.7363627669441675,1.1037467527489073,-1.5087860078852635,-0.7299374513031655,cacb2b860
4.577807282634334,-2.8168958260872308,2.360018035811641,-3.7064567082980613,-3.2285069025766435,-2.4483189520347692,-6.122382068382959,-7.505623456766695,-10.90913683726998,-1.7989100831735014,cacb2b860
-3.325962027943389,4.679731094997041,3.7177951038254813,-1.9961521064495944,3.051600501735308,-2.9949380544566284,12.168446100706845,4.807362181271515,2.3790945453468284,-6.562184476966029,d1b47f29d
-8.358773195189611,1.6800996148457572,1.5718476176292326,3.0873726426629178,-4.429609127854596,1.2000673611851307,-1.292011683688851,-2.129851132449315,3.091820667788729,-0.09951490633935205,cacb2b860
-9.267744284282253,2.5767925325673837,-2.524346667639101,0.11172901168881007,-6.281878607591167,-6.312203249370321,1.6008044987506997,1.8682686659331182,0.9373288064668748,-0.2285131399844107,d50f18348
-5.069851027757164,-0.09913171021657245,6.710656983770216,-0.1633665363343995,1.8769656190199433,8.846722613798972,6.231540096489344,4.039907439326174,3.699623148061739,-4.869576816070305,d1b47f29d
4.754154652138257,-7.006816139477883,16.416396635478186,-7.957170291813321,-1.8178044818376213,-1.4653687676049567,-5.576431111239674,6.298692380599349,5.451679382333931,1.2677790380816008,292ab2c28
-9.423645557073414,1.0824420731877926,1.8186011923361065,1.2901225320324292,1.6428661253960082,4.393394315212817,0.5507851450742297,-0.7723546705942144,0.10700607299467568,-2.4860451220988695,5628cb3ee
2.493630366874071,-3.10672911269632,2.632097761359424,-1.9834548494017974,-4.046092840550991,-3.9460194744123647,-5.939185837684706,-4.413082713131973,-8.566754106765261,0.9249022834764086,d08af5d4b
-11.471705170368933,1.9481596063761548,-1.189239819721754,2.848489269634038,0.2299440369382193,2.8292766442914354,-0.7904783388410485,0.6365582922124097,-1.253418374415322,0.9043432443980292,cacb2b860
-8.857268681970428,1.8174688351603885,-4.953472487139099,-4.212217459427936,3.780027229815124,-2.254598282278089,-1.8555895576157366,-2.3058389564936825,0.7983102659529046,-0.7278033467383932,cacb2b860
-11.120948059117136,2.209615013471872,0.00033179912099348024,2.4062274094556964,-3.8131041348527304,2.2780875035735573,-1.0263901869689218,4.354189395558898,1.4210118550422486,1.6237588314241969,cacb2b860
-4.431929187575587,-8.996881878413765,8.98303366427262,-3.8449185533517913,-0.26730505181184755,-1.9149933317658827,7.687118372674884,-3.5615444031924754,-3.3809919548628837,9.285219131818609,8b87a7a83
-10.710221924874972,1.7543740104411258,-1.4134959655158326,0.542175475699527,2.317045980930426,2.3460383874659674,-2.5739915323219895,0.2565441473982178,1.0809707513314872,0.9671107521324488,cacb2b860
-9.920993678859944,2.72457369239988,-4.494943894177519,0.9551479555810396,-1.3571184949369228,-0.03532951325919857,-1.4872474771639121,3.6324140325438647,-1.7890268685109472,1.419803433781211,cacb2b860
-11.732351381408645,0.8760920385892867,-6.534409000851923,-1.071334895590316,4.53453210577261,1.5584591282747775,-1.6260117363820459,-0.12505999136592516,0.24522651944118645,0.6220858519857223,d50f18348
-13.014530894321176,1.5459724091079303,-4.766928729265737,-1.145862129669271,5.249638577406187,0.622605905306946,-2.0909599073508605,-1.3643463035397785,0.7196165223535284,-0.4986037628507559,cacb2b860
9.053028360447506,-4.667279902291766,15.513867138048928,-9.198493604969986,-2.6800800736120234,-6.246227827067449,-6.730015678837627,0.8635637663597804,7.197611908613205,-1.154093366541989,292ab2c28
-12.17144543858805,2.1135099884607764,-5.316620564394231,-1.6084331851312323,0.22577076897877227,-1.8928218838907134,-1.2136930997426714,-2.250853086638081,1.6848939037060566,1.1728905901278215,cacb2b860
-11.648895743573421,1.8313822445292234,-2.9075554850519802,-0.37214177496583384,3.512477348644635,2.4854802325842433,-2.999504781828441,-0.45606489403684897,1.9361059812728016,0.5003119744618832,d50f18348
37.214464197209544,15.921524517381583,0.6975399135085569,1.4984583861863852,-1.166929247201427,-1.447794994484125,-1.6356579376004492,-6.901314857091197,8.462348255992316,3.0661900836726894,87d714366
-12.989188864435278,0.797151571782776,-1.5974989153354668,0.8436066756157051,-2.0928185476379846,2.9852031886653356,-2.2543222282066417,-1.2259440575505662,2.0083876836434564,0.8158598535129088,cacb2b860
-11.04525751922077,1.5887412357193957,-0.5645038129827977,0.5211690921869583,2.5994554714140454,2.3574351010031194,-2.4646053165260926,-1.0182818155472104,-0.4837859029247375,-0.13618671444051286,cacb2b860
-1.2692771015211763,-10.570212071112653,10.652565764091909,-6.76629960883267,3.093274063351928,0.7331813746138087,7.469230943673334,-6.096231801568946,-2.46046456775259,7.5693291028368925,8b87a7a83
41.058888499681494,0.37720401630886496,-10.317288754492155,-13.90007376419516,3.521289721336099,10.482689427082759,-3.974481140018215,6.621079668608956,-0.021421625957006234,3.220406938124428,87d714366
23.465911671009643,-20.18276494393897,-4.477793508530176,8.292442409843254,-6.032894054992765,4.1842756478892555,-2.093947035393721,5.668505637392799,1.5769709757202182,0.08010507371256001,87d714366
46.529539613436825,6.42575854990372,8.53823468743352,26.372460463103405,15.299534948944194,-5.317226295430408,-5.166054670502917,9.75002214341679,5.448966779529476,7.918222143041192,87d714366
-9.751952059441297,0.8673412131990216,-1.6111855697022677,2.5009418126945406,-2.60617557633929,0.4777980669277587,-2.686733702318039,-0.31323640860249136,3.303213421117364,1.594522783317146,9f80f3f77
-8.871479149233723,3.4730137744402136,1.9539534996796488,5.383696925783764,-9.99229995163264,-1.1799444282814182,3.249028270882998,0.7636776658922346,0.719344302240991,-0.5249645371576549,cacb2b860
-12.715324883164739,2.018330071072842,-4.7800380611041335,0.2745373370051454,0.43634760430511793,-0.23447156095439534,0.44468749940202706,2.641754589404359,-0.7680003218033812,2.275689137073519,cacb2b860
45.87100639596503,23.12374083527956,7.948739861566116,20.343520172638012,6.792024684089047,-5.759595443446811,0.07301065639284132,-0.9946619151059181,-5.680093337384968,-1.227798163393692,87d714366
-6.536992866118729,1.9592801685261914,6.863105558347075,-0.4267617369658593,-1.913898265694824,0.5810324615218231,-2.2702321962479313,5.198877827698087,1.9595230920201079,-1.3297582981317493,cacb2b860
-11.595614071012303,1.464492487077897,-0.2262044099926797,3.1953707845351857,-0.035238111433510376,2.6895328702921195,-1.0435714661972144,0.591410821428789,-0.4380784267263449,-0.3554504131877418,cacb2b860
43.05592857111486,13.648183101443639,-5.003252222992374,-4.07852801802129,18.389601649410103,5.618630148067926,1.4651530940610389,8.587036417624752,-12.687017248556188,0.8947698605060359,87d714366
42.344794336609496,2.3222949824596997,-10.500305942246872,-14.21284817831286,-2.9337906398162734,-0.04679796648997805,1.6734658690307125,3.0745947844187853,1.3878710701614798,4.531809369115748,87d714366
-4.789991168016623,2.8752338153952657,3.5110074193876692,0.1896750446601559,-0.6103524963676561,1.3715811567387028,4.28970550003945,0.4044780183899946,-1.084056193674312,-1.1160411397738235,5628cb3ee
-11.063068116392234,-0.6314711279062382,1.6443840380339743,3.022790715497598,-1.9784138944865437,2.3517277748859393,-0.48237940963898474,0.04968143084198056,0.5865750907979282,0.3046944807103219,9f80f3f77
-10.434383624969902,0.2740524637507768,-0.8483676394125953,1.0593172229594423,-1.950701576266497,-1.346822002910863,-0.6654236365573059,0.8117539891668164,1.9495603371357288,-0.3560201823552383,cacb2b860
11.883506277651025,0.44361391885506973,17.115749469264546,-10.653835092186723,1.6490094335842675,-2.845111624848939,-9.65731900568873,3.31302807076409,0.8768330132290688,-4.045048904510477,292ab2c28
-0.19514123106966916,-4.2977640066947504,2.8380319023255396,-3.471621492006875,0.3053810468297984,0.5153702235700275,-6.089515642504821,-4.407535359370789,-9.076770652199727,-1.7167486890369337,d08af5d4b
-12.821250675554271,0.1304550624647764,-2.3168780288861166,1.114546258662362,2.830193808715283,-1.0544661101722153,-0.6582688159500143,0.3464595215078492,1.2388129915624324,0.07556140021718787,9f80f3f77
-10.041866376637941,1.9193715744362783,0.15440320742930724,-0.517442633960424,1.4786581378865225,3.411575688271721,0.6693191244371195,-1.1974412354865747,1.322208508069449,-0.4904287599943981,5628cb3ee
-8.343853014253472,-0.38351749126552603,2.7325698133075957,-3.170047700147035,4.309882334530421,4.75906578787187,-0.7070834513490744,1.379218473644472,1.8091746347086752,-0.1917921408351462,5628cb3ee
-12.891173269987075,1.4580992465934646,-0.9513404470932151,2.0458726046105897,4.2113321616552275,5.616563232911975,-4.33750249798409,1.4761856876486799,-1.5053866122832307,1.0646757168527223,cacb2b860
-4.818642832827846,-0.30799347801070487,10.789732884500374,1.617283141831777,-0.003979422234318173,6.9478407504548345,10.128993635934869,-5.61929617056662,3.291668949946593,-9.137250552983456,d1b47f29d
51.14872318774575,24.933830445150022,3.28948138579135,12.344983452036498,9.441847464930035,0.030303267726275417,-1.7097512927597927,-9.69210235336718,-0.6419494480726136,-1.1856132712321126,87d714366
39.80856824975912,2.543709249355084,-0.7941838552822108,-4.82202872062694,-6.076258445369959,14.668854960630696,-0.07842581256005825,0.9426494550264861,0.25943140446219304,2.673989228870844,87d714366
24.757076370953502,-19.421081905313894,-9.460383601609843,-3.023484726600406,-6.521886428638421,-2.5153084982381584,2.0143439565142565,-1.7884488955794648,1.0145561034533337,-2.726427487456414,87d714366
-11.491503104484782,1.235991241995293,0.07750048635488731,2.8623266863037102,-0.3611347060041047,2.3541259673132817,-1.2312179784653507,-0.5845914770799168,-0.9462889624655297,-1.2609650760959465,cacb2b860
23.18359100049451,-23.306537402225004,-8.462009220716604,9.366010179278058,7.342608291966613,0.9431450880350466,-2.68784069717676,0.33417966321173403,4.2418280107730375,-2.6644625213400235,87d714366
-9.826902518055018,2.7087721519371084,5.528132073447445,7.500943485238007,-7.248594702827541,4.48073822088289,-0.29496137245171744,-3.060888907858627,0.22646386886645634,0.338601599027464,cacb2b860
-8.277356929846158,1.6603921983179446,-4.20466706628249,-3.224023911931868,4.5731450443529225,0.210106907820928,-0.4220334249586687,-4.062907196540445,0.5012077248628982,2.0606409894537845,d50f18348
-8.10623812451201,-0.1054850370816335,1.0340551955555537,0.7783314734809669,5.385246533083116,-1.5174355193405118,2.9977398369617694,-0.46050208711083696,-0.2936245397861963,-2.2490473032669653,9f80f3f77
-9.747656912728216,1.575120880980172,-6.596993747805888,-3.811528169979572,5.766944581821431,-1.3792958816500833,-0.25433520933023074,-1.371849120590812,1.6502361002431443,0.10818618414299798,d50f18348
